submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
04/26/2020,NH,"1,864",,,77,0,60,,,0,0,05/25/2020 03:38:40 PM,Not agree,Not agree
11/06/2020,DE,"26,421","25,239","1,182",217,1,716,629,87,0,0,11/08/2020 12:00:00 AM,Agree,Agree
04/14/2021,NH,"89,983",,,378,0,"1,261",,,4,0,04/15/2021 01:58:27 PM,Not agree,Not agree
05/25/2020,MD,"47,687",,,535,0,"2,449","2,335",114,39,0,05/27/2020 12:00:00 AM,N/A,Agree
02/19/2020,VI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
06/16/2020,IL,"134,500","133,639",861,623,0,"6,579","6,398",181,72,0,06/17/2020 03:06:04 PM,Agree,Agree
05/15/2021,NC,"990,224","844,855","145,369",1003,258,"13,161","11,607","1,554",11,1,05/15/2021 12:00:00 AM,Agree,Agree
04/22/2020,MO,"6,874",,,228,0,332,,,15,0,04/24/2020 12:00:00 AM,Not agree,Not agree
04/23/2021,WA,"393,416",,,1749,345,"5,434",,,6,0,04/25/2021 12:00:00 AM,N/A,N/A
02/27/2020,DE,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
07/01/2020,ID,"6,370","5,786",584,253,20,92,72,20,0,0,07/02/2020 03:10:03 PM,Agree,Agree
06/21/2021,CA,"3,857,917","3,703,808","154,109",801,70,"63,457",,,8,0,06/22/2021 12:00:00 AM,Agree,Not agree
01/28/2021,VI,"2,384",,,11,0,24,,,0,0,01/29/2021 02:42:19 PM,,
07/20/2020,AL,"85,522","79,504","6,018",2726,331,"1,858","1,709",149,30,3,07/22/2020 12:00:00 AM,Agree,Agree
02/18/2020,GU,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
04/24/2021,NH,"93,542",,,311,157,"1,282",,,1,0,04/25/2021 01:42:01 PM,Not agree,Not agree
05/04/2020,CA,"69,597","69,509",88,1379,5,"2,662",,,96,0,05/05/2020 12:00:00 AM,Agree,Not agree
12/22/2020,MO,"419,610",,,3859,887,"6,427",,,58,0,12/24/2020 12:00:00 AM,Not agree,Not agree
02/10/2020,MS,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
08/17/2020,IN,"81,006",,,591,0,"3,307","3,090",217,12,0,08/17/2020 12:00:00 AM,Not agree,Agree
01/08/2021,IN,"552,903",,,6107,0,"10,477","10,131",346,82,0,01/08/2021 12:00:00 AM,Not agree,Agree
02/04/2021,CA,"3,502,560","3,374,568","127,992",13259,695,"52,659",,,398,0,02/05/2021 12:00:00 AM,Agree,Not agree
01/27/2020,ID,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
06/03/2020,WA,"22,514",,,277,0,"1,135",,,6,0,06/05/2020 12:00:00 AM,N/A,N/A
01/05/2021,MD,"292,904",,,3146,0,"6,498","6,308",190,45,1,01/07/2021 12:00:00 AM,N/A,Agree
03/03/2021,WI,"619,087","565,131","53,956",780,241,"7,069","6,458",611,19,1,03/04/2021 03:08:33 PM,Agree,Agree
05/09/2021,MO,"590,509",,,256,78,"8,983",,,3,0,05/11/2021 12:00:00 AM,Not agree,Not agree
06/06/2020,NC,"37,845","37,824",21,1321,2,"1,095","1,095",0,21,0,06/06/2020 12:00:00 AM,Agree,Agree
06/19/2020,CA,"206,813","206,561",252,6736,7,"6,038",,,69,0,06/20/2020 12:00:00 AM,Agree,Not agree
01/23/2020,MT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
06/03/2021,NC,"1,003,084","854,366","148,718",560,157,"13,353","11,774","1,579",12,0,06/03/2021 12:00:00 AM,Agree,Agree
02/01/2020,NH,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
04/19/2021,WI,"651,948","590,831","61,117",403,30,"7,421","6,710",711,1,0,04/20/2021 02:59:01 PM,Agree,Agree
05/10/2020,VT,848,,,7,0,52,,,0,0,05/12/2020 12:00:00 AM,Not agree,Not agree
05/20/2021,DE,"108,139","100,771","7,368",139,21,"1,652","1,510",142,0,0,05/22/2021 12:00:00 AM,Agree,Agree
03/16/2020,MS,402,390,12,96,5,37,36,1,9,0,03/18/2020 12:00:00 AM,Agree,Agree
09/24/2020,NC,"205,846","200,640","5,206",1568,110,"3,651","3,613",38,25,1,09/24/2020 12:00:00 AM,Agree,Agree
03/02/2020,IN,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Agree
02/19/2021,MI,"676,831","615,821","61,010",1046,191,"16,477","15,493",984,27,0,02/20/2021 12:00:00 AM,Agree,Agree
01/02/2021,MD,"285,319",,,2148,0,"6,371","6,183",188,44,0,01/04/2021 12:00:00 AM,N/A,Agree
04/25/2020,MI,"48,219","45,971","2,248",690,74,"3,988","3,761",227,117,4,07/28/2021 01:25:21 PM,Agree,Agree
02/22/2020,AL,75,62,13,0,0,0,0,0,0,0,02/24/2020 12:00:00 AM,Agree,Agree
06/10/2021,MS,"319,400","195,565","123,835",120,54,"7,415","5,115","2,300",2,1,06/12/2021 12:00:00 AM,Agree,Agree
01/29/2021,ME,"39,166","31,566","7,600",354,72,590,580,10,18,0,01/30/2021 02:43:11 PM,Agree,Agree
04/10/2021,NH,"88,446",,,468,176,"1,256",,,3,1,04/11/2021 01:50:11 PM,Not agree,Not agree
05/28/2020,NE,"13,261",,,285,0,164,,,1,0,05/30/2020 12:00:00 AM,Not agree,Not agree
04/23/2021,MS,"311,559","190,952","120,607",281,127,"7,268","5,015","2,253",4,0,04/25/2021 12:00:00 AM,Agree,Agree
07/27/2021,VT,"23,176",,,32,2,251,,,0,0,07/28/2021 01:51:39 PM,Not agree,Not agree
06/14/2020,NV,"11,173",,,209,-18,464,,,-17,-18,06/15/2020 02:33:03 PM,,
03/13/2021,CA,"3,688,455","3,548,056","140,399",2810,228,"60,462",,,85,0,03/14/2021 12:00:00 AM,Agree,Not agree
03/18/2021,VT,"16,004",,,142,5,213,,,0,0,03/20/2021 12:00:00 AM,Not agree,Not agree
07/12/2020,NE,"21,172",,,174,0,285,,,0,0,07/14/2020 12:00:00 AM,Not agree,Not agree
07/31/2020,IN,"66,154",,,901,0,"3,092","2,885",207,9,0,07/31/2020 12:00:00 AM,Not agree,Agree
04/17/2021,NV,"310,467",,,232,0,"5,366",,,1,0,04/18/2021 01:41:35 PM,,
11/20/2020,WA,"143,519",,,2182,161,"2,619",,,16,0,11/22/2020 12:00:00 AM,N/A,N/A
01/10/2021,MO,"482,668",,,1651,533,"7,308",,,49,0,01/12/2021 12:00:00 AM,Not agree,Not agree
02/06/2020,MO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
04/16/2020,NH,"1,211",,,72,,34,,,2,,04/16/2020 04:22:39 PM,Not agree,Not agree
08/09/2020,WI,"64,835","60,554","4,281",622,1,"1,005",998,7,2,0,08/10/2020 02:23:35 PM,Agree,Agree
07/24/2020,WI,"50,727","46,917","3,810",1058,40,885,878,7,0,0,07/25/2020 05:40:06 PM,Agree,Agree
03/23/2021,ND,"102,001","95,889","6,112",136,60,"1,464",,,1,0,03/24/2021 02:16:52 PM,Agree,Not agree
07/23/2021,ND,"111,215","101,858","9,357",45,24,"1,538",,,0,0,07/24/2021 02:21:11 PM,Agree,Not agree
07/08/2021,MD,"462,971",,,136,0,"9,760","9,543",217,2,0,07/09/2021 01:56:56 PM,N/A,Agree
09/10/2020,NH,"7,573",,,56,0,434,,,1,0,09/11/2020 01:51:03 PM,Not agree,Not agree
11/29/2020,VI,"1,544",,,6,0,23,,,0,0,11/30/2020 02:51:40 PM,,
12/03/2020,NV,"159,532",,,2536,0,"2,249",,,48,0,12/04/2020 03:00:59 PM,,
06/01/2020,IL,"121,234","121,234",0,974,0,"5,412","5,412",0,22,0,06/02/2020 02:16:17 PM,Agree,Agree
08/04/2020,NE,"27,178",,,222,0,332,,,0,0,08/06/2020 12:00:00 AM,Not agree,Not agree
04/10/2020,ND,278,,,9,,6,,,1,,04/09/2020 04:22:39 PM,Agree,Not agree
03/26/2020,MO,"1,329",,,248,0,14,,,2,0,03/28/2020 12:00:00 AM,Not agree,Not agree
08/10/2020,ND,"7,885","7,885",0,172,0,118,,,5,0,08/11/2020 02:16:27 PM,Agree,Not agree
06/25/2021,MS,"321,475","196,729","124,746",166,75,"7,428","5,120","2,308",2,2,06/27/2021 12:00:00 AM,Agree,Agree
07/07/2021,VI,"3,970",,,28,0,32,,,0,0,07/08/2021 02:26:57 PM,,
02/04/2020,AL,53,45,8,1,0,0,0,0,0,0,02/06/2020 12:00:00 AM,Agree,Agree
06/06/2021,NH,"98,919",,,21,0,"1,355",,,0,0,06/07/2021 02:36:26 PM,Not agree,Not agree
02/22/2020,NH,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
07/05/2020,NV,"22,646",,,843,0,557,,,4,0,07/06/2020 03:16:12 PM,,
03/01/2020,NV,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
03/24/2020,IL,"1,535",,,250,,16,,,4,,03/26/2020 04:22:39 PM,Agree,Agree
04/29/2021,MI,"952,398","854,325","98,073",3118,398,"19,104","17,944","1,160",68,1,04/30/2021 12:00:00 AM,Agree,Agree
04/30/2020,IN,"17,835",,,653,0,"1,242","1,115",127,45,1,04/30/2020 12:00:00 AM,Not agree,Agree
05/21/2021,CT,"346,325","317,195","29,130",171,37,"8,212","6,758","1,454",4,1,05/22/2021 06:59:37 PM,Agree,Agree
06/02/2020,NC,"32,476","32,462",14,1505,0,"1,024","1,024",0,17,0,06/02/2020 12:00:00 AM,Agree,Agree
01/12/2021,VI,"2,166",,,0,0,24,,,0,0,01/13/2021 02:44:58 PM,,
10/05/2020,VT,"1,665",,,32,0,57,,,0,0,10/07/2020 12:00:00 AM,Not agree,Not agree
10/19/2020,NV,"90,940",,,583,1,"1,759",,,2,0,10/20/2020 02:59:27 PM,,
07/26/2020,CA,"542,795","540,960","1,835",8329,70,"9,921",,,136,0,07/27/2020 12:00:00 AM,Agree,Not agree
07/12/2020,GU,312,,,0,0,5,,,0,0,07/13/2020 03:19:34 PM,Not agree,Not agree
09/03/2020,GU,"1,619",,,59,0,13,,,0,0,09/04/2020 01:36:16 PM,Not agree,Not agree
06/23/2021,DE,"109,599","102,005","7,594",22,0,"1,693","1,548",145,2,1,06/24/2021 03:16:23 PM,Agree,Agree
06/03/2021,IL,"1,383,739","1,383,739",0,674,0,"25,265","22,865","2,400",24,1,06/04/2021 02:56:57 PM,Agree,Agree
05/29/2020,WI,"17,707","17,707",0,733,0,568,568,0,18,0,05/30/2020 03:47:59 PM,Agree,Agree
01/22/2021,MO,"512,627",,,1993,611,"7,826",,,46,0,01/24/2021 12:00:00 AM,Not agree,Not agree
04/14/2020,MD,"10,032",,,560,,424,400,24,37,1,04/16/2020 12:00:00 AM,N/A,Agree
02/27/2021,ND,"99,809","94,590","5,219",29,15,"1,445",,,0,0,02/28/2021 02:48:18 PM,Agree,Not agree
10/14/2020,NC,"241,793","233,022","8,771",2657,282,"4,182","4,115",67,36,5,10/14/2020 12:00:00 AM,Agree,Agree
07/01/2020,ND,"3,615","3,615",0,39,0,80,,,1,0,07/02/2020 03:10:03 PM,Agree,Not agree
06/28/2020,CT,"46,303","44,324","1,979",97,-2,"4,316","3,448",868,5,0,06/29/2020 02:37:31 PM,Agree,Agree
11/14/2020,IN,"244,887",,,8322,0,"5,411","5,155",256,50,4,11/14/2020 12:00:00 AM,Not agree,Agree
02/18/2020,MO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
04/19/2020,WI,"4,346","4,346",0,147,0,220,220,0,9,0,04/19/2020 04:22:39 PM,Agree,Agree
03/12/2021,NC,"885,875","767,440","118,435",1633,461,"12,418","10,975","1,443",10,2,03/12/2021 12:00:00 AM,Agree,Agree
07/15/2021,MI,"1,004,653","898,586","106,067",306,69,"21,130","19,868","1,262",5,0,07/16/2021 12:00:00 AM,Agree,Agree
05/01/2020,CT,"28,764","28,764",0,1064,"-1,560","2,339","2,339",0,82,-562,05/02/2020 03:47:19 PM,Agree,Agree
05/07/2020,VT,837,,,4,0,52,,,0,0,05/09/2020 12:00:00 AM,Not agree,Not agree
04/29/2021,NV,"314,928",,,453,0,"5,459",,,11,0,04/30/2021 01:40:40 PM,,
02/13/2020,ID,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
05/29/2020,VI,69,,,0,0,6,,,0,0,05/30/2020 03:47:59 PM,,
04/03/2021,AL,"529,035","408,687","120,348",252,78,"10,918","8,706","2,212",12,2,04/05/2021 12:00:00 AM,Agree,Agree
02/07/2021,NE,"193,852",,,301,0,"1,968",,,0,0,02/09/2021 12:00:00 AM,Not agree,Not agree
04/04/2021,NV,"305,176",,,260,0,"5,274",,,0,0,04/05/2021 01:43:02 PM,,
12/18/2020,IN,"453,196",,,5961,0,"8,469","8,159",310,116,1,12/18/2020 12:00:00 AM,Not agree,Agree
06/17/2020,NH,"5,436",,,72,0,330,,,4,0,06/18/2020 05:16:14 PM,Not agree,Not agree
03/08/2020,VI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
10/13/2020,NH,"9,279",,,71,23,456,,,0,0,10/14/2020 01:28:39 PM,Not agree,Not agree
09/10/2020,MS,"91,759","85,274","6,485",569,129,"3,019","2,777",242,18,6,09/12/2020 12:00:00 AM,Agree,Agree
01/16/2021,NH,"55,945",,,445,0,927,,,19,0,01/17/2021 03:43:14 PM,Not agree,Not agree
03/21/2020,MO,413,,,77,0,3,,,0,0,03/23/2020 12:00:00 AM,Not agree,Not agree
04/24/2020,NV,"4,398",,,190,0,203,,,6,-7,05/25/2020 03:38:40 PM,,
03/26/2020,CA,"12,534","12,501",33,838,0,247,,,18,0,03/27/2020 12:00:00 AM,Agree,Not agree
01/05/2021,VI,"2,080",,,25,0,24,,,0,0,01/06/2021 02:58:26 PM,,
03/16/2021,IL,"1,212,110","1,212,110",0,1997,0,"23,235","20,973","2,262",19,1,03/17/2021 02:24:24 PM,Agree,Agree
07/03/2020,CT,"46,717","44,741","1,976",71,2,"4,335","3,463",872,9,5,07/04/2020 03:30:31 PM,Agree,Agree
04/29/2021,ME,"61,213","45,610","15,603",267,106,784,759,25,2,0,04/30/2021 01:40:40 PM,Agree,Agree
01/23/2020,GU,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
03/24/2020,AL,"1,853","1,742",111,181,17,6,4,2,1,0,03/26/2020 12:00:00 AM,Agree,Agree
05/29/2021,MS,"317,955","194,671","123,284",82,32,"7,388","5,096","2,292",1,1,05/31/2021 12:00:00 AM,Agree,Agree
05/04/2021,DE,"106,030","98,907","7,123",189,35,"1,626","1,485",141,0,0,05/06/2021 12:00:00 AM,Agree,Agree
04/19/2020,NH,"1,392",,,50,0,41,,,3,0,04/19/2020 04:22:39 PM,Not agree,Not agree
03/26/2020,GU,47,,,9,,1,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
09/01/2020,NH,"7,297",,,22,0,432,,,0,0,09/02/2020 01:49:48 PM,Not agree,Not agree
04/14/2020,WI,"3,555",,,127,,170,,,16,,04/13/2020 04:22:39 PM,Agree,Agree
05/02/2020,ND,"1,153","1,153",0,46,0,24,,,1,0,05/03/2020 03:36:03 PM,Agree,Not agree
02/19/2021,AL,"508,286","394,044","114,242",780,238,"10,293","8,218","2,075",35,3,02/21/2021 12:00:00 AM,Agree,Agree
06/28/2021,IL,"1,391,179","1,391,179",0,249,0,"25,665","23,219","2,446",12,4,06/29/2021 02:25:53 PM,Agree,Agree
03/12/2020,IL,32,,,5,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
06/01/2021,WA,"436,984",,,309,36,"5,789",,,24,0,06/02/2021 02:35:40 PM,N/A,N/A
01/01/2021,VT,"7,129",,,163,5,147,,,2,0,01/03/2021 12:00:00 AM,Not agree,Not agree
04/22/2021,MS,"311,278","190,798","120,480",278,152,"7,264","5,011","2,253",3,1,04/24/2021 12:00:00 AM,Agree,Agree
02/25/2021,NC,"860,552","748,760","111,792",2272,496,"12,126","10,720","1,406",28,7,02/25/2021 12:00:00 AM,Agree,Agree
04/25/2021,NH,"93,821",,,279,114,"1,284",,,2,0,04/26/2021 01:45:41 PM,Not agree,Not agree
01/07/2021,MT,"84,750","84,750",0,690,0,"1,038","1,038",0,23,0,01/08/2021 03:56:01 PM,Agree,Agree
06/17/2021,MO,"609,363",,,917,238,"9,228",,,1,0,06/18/2021 01:48:26 PM,Not agree,Not agree
04/21/2021,WA,"390,092",,,1487,291,"5,422",,,15,0,04/23/2021 12:00:00 AM,N/A,N/A
05/11/2020,ME,"1,462","1,328",134,5,-1,65,65,0,1,0,05/12/2020 05:26:08 PM,Agree,Agree
03/31/2020,MT,203,,,19,,5,,,1,,03/30/2020 04:22:39 PM,Agree,Agree
03/27/2020,MO,"1,611",,,282,0,15,,,1,0,03/29/2020 12:00:00 AM,Not agree,Not agree
07/11/2020,WA,"39,798",,,604,1,"1,424",,,0,0,07/13/2020 12:00:00 AM,N/A,N/A
12/29/2020,NC,"552,320","499,999","52,321",12263,"2,117","7,709","7,152",557,103,15,12/29/2020 12:00:00 AM,Agree,Agree
02/23/2021,DE,"87,093","82,559","4,534",263,26,"1,379","1,248",131,11,0,02/25/2021 12:00:00 AM,Agree,Agree
08/24/2020,MS,"82,129","77,797","4,332",881,201,"2,747","2,577",170,36,15,08/26/2020 12:00:00 AM,Agree,Agree
09/25/2020,NV,"77,855",,,483,-73,"1,615",,,4,-5,09/26/2020 01:46:07 PM,,
03/24/2021,MS,"304,762","187,519","117,243",281,169,"7,165","4,957","2,208",5,2,03/26/2021 12:00:00 AM,Agree,Agree
05/09/2020,GU,151,,,0,0,5,,,0,0,05/10/2020 09:26:08 PM,Not agree,Not agree
06/11/2021,NH,"99,068",,,28,0,"1,360",,,0,0,06/12/2021 02:13:34 PM,Not agree,Not agree
06/20/2020,MD,"64,306",,,350,0,"3,174","3,044",130,21,0,06/22/2020 12:00:00 AM,N/A,Agree
10/23/2020,AL,"192,894","163,743","29,151",1240,297,"4,410","3,789",621,21,3,10/25/2020 12:00:00 AM,Agree,Agree
02/17/2020,VI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
07/23/2021,MT,"115,255","102,790","12,465",112,0,"1,695","1,695",0,0,0,07/24/2021 02:21:11 PM,Agree,Agree
10/29/2020,ME,"6,570","5,829",741,103,23,146,145,1,0,0,10/30/2020 01:37:23 PM,Agree,Agree
09/21/2020,VI,"1,276",,,7,0,19,,,0,0,09/22/2020 01:51:57 PM,,
03/20/2021,NE,"206,376",,,432,0,"2,135",,,2,0,03/22/2021 12:00:00 AM,Not agree,Not agree
01/21/2021,NC,"732,192","647,204","84,988",6678,"1,114","9,999","8,985","1,014",110,21,01/21/2021 12:00:00 AM,Agree,Agree
09/30/2020,VT,"1,607",,,3,0,57,,,0,0,10/02/2020 12:00:00 AM,Not agree,Not agree
08/21/2020,MD,"103,523",,,624,0,"3,801","3,652",149,13,0,08/23/2020 12:00:00 AM,N/A,Agree
02/03/2020,IL,2,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
12/30/2020,VT,"6,828",,,63,3,143,,,1,0,01/01/2021 12:00:00 AM,Not agree,Not agree
08/19/2020,CT,"51,314","49,289","2,025",59,6,"4,457","3,572",885,1,0,08/20/2020 03:11:45 PM,Agree,Agree
04/01/2020,NE,214,,,37,,4,,,1,,04/03/2020 12:00:00 AM,Not agree,Not agree
08/14/2020,CA,"663,875","660,830","3,045",6027,84,"12,645",,,110,0,08/15/2020 12:00:00 AM,Agree,Not agree
09/29/2020,DE,"20,728","19,670","1,058",99,15,635,558,77,0,0,10/01/2020 12:00:00 AM,Agree,Agree
10/18/2020,NC,"249,866","240,219","9,647",1053,113,"4,296","4,221",75,35,3,10/18/2020 12:00:00 AM,Agree,Agree
04/11/2021,IN,"700,227",,,1159,0,"13,219","12,811",408,10,2,04/11/2021 12:00:00 AM,Not agree,Agree
06/18/2021,NV,"328,875",,,385,0,"5,649",,,7,0,06/18/2021 12:00:00 AM,,
10/15/2020,DE,"22,874","21,795","1,079",164,3,661,580,81,1,1,10/17/2020 12:00:00 AM,Agree,Agree
06/07/2020,AL,"25,986","25,059",927,371,11,974,910,64,17,1,06/09/2020 12:00:00 AM,Agree,Agree
01/05/2021,MI,"602,883","553,531","49,352",3405,340,"14,228","13,419",809,75,5,01/06/2021 12:00:00 AM,Agree,Agree
01/28/2020,MI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
09/05/2020,NE,"35,805",,,144,0,404,,,0,0,09/07/2020 12:00:00 AM,Not agree,Not agree
02/10/2021,NV,"285,795",,,659,0,"4,582",,,23,0,02/11/2021 02:50:55 PM,,
07/19/2020,NV,"35,977",,,1288,0,673,,,1,0,07/20/2020 02:35:44 PM,,
11/12/2020,CT,"85,899","80,216","5,683",1158,275,"4,726","3,798",928,10,3,11/13/2020 02:54:34 PM,Agree,Agree
07/23/2020,GU,337,,,5,0,5,,,0,0,07/24/2020 02:18:40 PM,Not agree,Not agree
06/26/2020,WA,"30,861",,,494,1,"1,304",,,4,0,06/28/2020 12:00:00 AM,N/A,N/A
09/11/2020,NE,"37,841",,,468,0,434,,,4,0,09/13/2020 12:00:00 AM,Not agree,Not agree
05/25/2020,VT,882,,,6,0,54,,,1,0,05/27/2020 12:00:00 AM,Not agree,Not agree
04/28/2021,NH,"94,405",,,202,68,"1,296",,,2,0,04/29/2021 01:47:03 PM,Not agree,Not agree
04/27/2021,MS,"312,332","191,359","120,973",255,114,"7,290","5,032","2,258",8,2,04/29/2021 12:00:00 AM,Agree,Agree
03/19/2021,GU,"7,780",,,0,0,134,,,0,0,03/20/2021 02:03:21 PM,Not agree,Not agree
01/14/2021,WI,"561,160","515,982","45,178",3140,428,"5,728","5,290",438,49,7,01/15/2021 02:46:04 PM,Agree,Agree
09/14/2020,VT,"1,556",,,11,0,57,,,0,0,09/16/2020 12:00:00 AM,Not agree,Not agree
07/22/2021,MD,"465,326",,,288,0,"9,801","9,582",219,3,0,07/23/2021 01:48:31 PM,N/A,Agree
04/27/2021,WA,"398,354",,,1068,163,"5,462",,,12,0,04/29/2021 12:00:00 AM,N/A,N/A
05/26/2021,MI,"993,242","889,152","104,090",592,118,"20,477","19,256","1,221",35,1,05/27/2021 12:00:00 AM,Agree,Agree
05/10/2020,NV,"6,109",,,81,11,317,,,11,11,05/11/2020 09:26:08 PM,,
08/08/2020,CT,"50,320","48,345","1,975",0,0,"4,441","3,558",883,0,0,08/09/2020 02:03:10 PM,Agree,Agree
03/03/2021,NV,"294,684",,,395,0,"4,987",,,20,0,03/04/2021 03:08:33 PM,,
07/15/2021,MS,"326,804","199,853","126,951",534,218,"7,465","5,147","2,318",2,2,07/16/2021 02:03:13 PM,Agree,Agree
02/12/2020,WI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/31/2020,NE,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
06/18/2020,CT,"45,440","43,493","1,947",11,5,"4,226","3,378",848,7,2,06/19/2020 03:01:11 PM,Agree,Agree
07/29/2020,MT,"3,780","3,780",0,113,0,55,55,0,3,0,07/30/2020 02:42:43 PM,Agree,Agree
09/05/2020,ID,"33,477","30,999","2,478",281,16,384,348,36,2,0,09/06/2020 02:09:04 PM,Agree,Agree
02/06/2020,GU,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
08/11/2020,ND,"7,970","7,970",0,85,0,120,,,2,0,08/12/2020 01:50:14 PM,Agree,Not agree
04/30/2020,NC,"11,488","11,481",7,436,0,433,433,0,19,0,04/30/2020 12:00:00 AM,Agree,Agree
02/03/2021,IN,"631,952",,,1440,0,"12,147","11,765",382,53,0,02/03/2021 12:00:00 AM,Not agree,Agree
04/09/2021,CA,"3,753,951","3,608,228","145,723",2786,190,"61,920",,,39,0,04/10/2021 12:00:00 AM,Agree,Not agree
03/05/2021,ND,"100,278","94,866","5,412",0,0,"1,448",,,0,0,03/05/2021 12:16:41 PM,Agree,Not agree
03/10/2020,VT,1,,,0,0,0,,,0,0,03/12/2020 12:00:00 AM,Not agree,Not agree
06/22/2020,MS,"26,922","26,689",233,772,18,"1,263","1,242",21,23,2,06/24/2020 12:00:00 AM,Agree,Agree
04/02/2020,NH,479,,,64,,5,,,1,,04/01/2020 04:22:39 PM,Not agree,Not agree
06/20/2020,NH,"5,518",,,68,0,339,,,8,0,06/21/2020 02:32:57 PM,Not agree,Not agree
02/03/2021,NE,"192,677",,,507,0,"1,931",,,0,0,02/05/2021 12:00:00 AM,Not agree,Not agree
07/04/2020,MD,"69,632",,,291,0,"3,365","3,228",137,8,0,07/06/2020 12:00:00 AM,N/A,Agree
09/29/2020,GU,"2,443",,,0,0,47,,,0,0,09/30/2020 02:17:41 PM,Not agree,Not agree
11/18/2020,MI,"417,317","382,877","34,440",6818,422,"8,918","8,510",408,97,3,11/19/2020 12:00:00 AM,Agree,Agree
02/23/2021,ND,"99,531","94,394","5,137",115,43,"1,440",,,1,0,02/24/2021 02:56:12 PM,Agree,Not agree
12/28/2020,MT,"79,999","79,999",0,219,0,927,927,0,3,0,12/29/2020 02:56:32 PM,Agree,Agree
04/15/2020,MT,415,,,11,,7,,,0,,04/15/2020 04:22:39 PM,Agree,Agree
06/27/2021,VI,"3,847",,,3,0,30,,,0,0,06/28/2021 03:02:46 PM,,
02/14/2020,GU,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
06/13/2021,MT,"112,819","100,739","12,080",29,50,"1,641","1,641",0,0,0,06/14/2021 03:07:59 PM,Agree,Agree
07/01/2021,CT,"349,387","319,681","29,706",35,6,"8,279","6,807","1,472",1,0,07/02/2021 01:55:07 PM,Agree,Agree
09/06/2020,MS,"89,664","83,653","6,011",292,41,"2,951","2,729",222,10,2,09/08/2020 12:00:00 AM,Agree,Agree
05/04/2021,NE,"220,852",,,247,0,"2,245",,,0,0,05/06/2021 12:00:00 AM,Not agree,Not agree
06/12/2021,CA,"3,849,279","3,695,793","153,486",922,63,"63,364",,,19,0,06/13/2021 12:00:00 AM,Agree,Not agree
01/23/2021,MT,"91,410","91,410",0,361,0,"1,141","1,141",0,37,0,01/24/2021 02:36:49 PM,Agree,Agree
03/28/2020,IL,"3,491",,,465,,47,,,13,,03/28/2020 04:22:39 PM,Agree,Agree
06/13/2021,DE,"109,358","101,801","7,557",36,6,"1,679","1,536",143,0,0,06/14/2021 03:07:59 PM,Agree,Agree
06/29/2021,NV,"333,154",,,625,0,"5,678",,,8,0,06/30/2021 02:11:39 PM,,
10/02/2020,MD,"126,819",,,597,0,"4,081","3,924",157,9,1,10/04/2020 12:00:00 AM,N/A,Agree
09/29/2020,CT,"57,329","54,919","2,410",182,6,"4,505","3,608",897,2,0,09/30/2020 02:17:41 PM,Agree,Agree
08/06/2020,ND,"7,327","7,327",0,150,0,110,,,1,0,08/07/2020 11:57:59 PM,Agree,Not agree
12/31/2020,IL,"963,389","963,389",0,8009,0,"17,978","16,490","1,488",167,34,01/01/2021 02:49:07 PM,Agree,Agree
07/19/2020,WI,"45,948","42,315","3,633",849,19,851,844,7,1,0,07/20/2020 02:35:44 PM,Agree,Agree
12/09/2020,MS,"175,946","132,423","43,523",2039,"1,210","4,738","3,834",904,37,19,12/11/2020 12:00:00 AM,Agree,Agree
04/22/2021,CT,"333,732","306,780","26,952",737,137,"8,039","6,614","1,425",12,1,04/23/2021 01:57:50 PM,Agree,Agree
