id,tweet
427,So I tell my mom the Corona factory is closed. She sends my step dad to the grocery store right away. #Mexican problems ðŸ¤£ðŸ¤£ðŸ¤£ https://t.co/jvxTHsgEIy
428,"dear corona, 
     i just wanna play basketball with my team. let us out."
429,Lmfao they brought JBL back for the corona wrestlemania
430,"Non essential? I beg to differ, @corona is whatâ€™s getting us through this shit https://t.co/GYCHtQix6d"
431,"Yes alcohol does help against corona virus, it makes us forget that we spent Saturday night at home."
432,"@realDonaldTrump @CNN Apparently you're the joke now, sir. The Corona virus is a liberal hoax, it'll be just like the flu. Moron."
433,This check is gonna be so good I canâ€™t wait plz do not kill me corona
434,@FoodFirst_Ty People like that repeating the same tired old misinformed LCHF talking points are exhausting. I think Iâ€™d rather get the Corona virus than enter another discussion where I have to explain and overcome every vegan myth from scratch.
435,#9pmDiwaliAtABP fighting corona the INDIA way https://t.co/86WChMCRRX
436,Thank you to those on the Frontline. Thank you @MendoSheriff https://t.co/psnegSI78o
437,"Drive thru worker asked me if I wanted any ketchup or BBQ sauce. I politely said no thank you, I'm covered in Jesus blood.

#coronavirus #PalmSunday #Corona #"
438,hunger games https://t.co/NvaXt0nwom
439,Corona really came and did that... ðŸ¤¦ðŸ½â€â™‚ï¸ #QuarantineDiaries #QuarantineLife #COVID19 #LGBTQ #LGBTQuarantine #LGBTQPower #LGBTQProud #explorepage #lgbtqtwitter #tiktok #fyp #foryou #funnyvideos #lmao #jokes https://t.co/cfomSuSnST
440,I was curious of how North Korea was being hit during the whole Corona shit. To say the least Iâ€™m not even shocked with the results. https://t.co/ryrX4Dl9l4
441,"Any vaccination is a NO for me, except for the vaccines I was given as a baby, unwillingly. Vaccines literally give you what ur avoiding. Thats how I see it + thats how Iâ€™ve observed it through people who get vaccines. If you THINK the Corona Vaccine is any different. THINK AGAIN"
442,He is Trumpâ€™s twin a vote for Biden is for zero change. https://t.co/Csrg7NjuBP
443,â€œIâ€™m covered in Jesus Bloodâ€ Carrie tells the news reporter  â€œIâ€™m protected.â€ https://t.co/97qdlx1Dym
444,@dmr__xoxo hey babe Iâ€™m back in town bc of this corona virus cancelled my school so letâ€™s go to eat pf sometime ;)
445,Bruhh me and @joselinnnnn_  were supposed to go to a jari today and we were gonna see banda los sebastianes y carin Leon pero pura corona virus said  bitch you thought ðŸ¥º
446,"I stand with @narendramodi ji in saluting all those everyday heroes who are fighting against the Corona virus during these extraordinary times in India and around the globe. 
#asatomajyotirgamaya
#ThisTooShallPass #9pm9minutes #Covid_19 https://t.co/XojbRuRRYd"
447,"â€œItâ€™s not Corona, itâ€™s just allergiesâ€ should be the tagline for Claritinâ€™s next commercial"
448,Corona ruined our thotivities for Selenaâ€™s 21st ðŸ˜¾
449,And fuck CAROL BASKIN! https://t.co/XbcGhIN87Y
450,"The world does not stop and start at your convenience you miserable piece of shit

Corona virus: hold my beer...

Walter Sobchak"
451,That Corona be spreading like wildfire thru these streets ðŸ”¥ https://t.co/Z0h73qHQAz
452,Crazy lol https://t.co/IZR09lEt4j
453,@KTLA @FrankBuckleyTV tell Megan she is in Temescal Valley Not Corona
454,"And then there is sweeden...
https://t.co/JhwCw9QHdo"
455,Walking away from this corona mess like... @ Ram's Gate Winery https://t.co/VjADXJyU7Y
456,@robreiner From the first day of his presidency it was obvious that he is suffering from mental disorder but Republicans did everything to cover up. But handling of corona virus left no doubt to expose his deficiency in leadership. Now every child watching him can suspect something wrong..
457,Provoking thoughts ##CoronavirusUSA https://t.co/2eb5PBEc2v
458,"Yikes. Welp, thatâ€™s one way of coping with Corona I guess?? ðŸ˜¬ðŸ˜¬ (wait till the end) https://t.co/yWwryNuGuQ"
459,"At 11:44 AM PDT, 7 SW Corona [Orange Co, CA] TRAINED SPOTTER reports HEAVY RAIN of 0.88 INCH. 0.88 INCHES IN ONE HOUR IN SILVERADO CANYON ON 2 GAGES. WEATHER SPOTTER REPORTING INTENSE RAINFALL. SPOTTER REPORTS 1.91 NEW RAINFALL. https://t.co/VYFGKHuanT"
460,"At 1:04 PM PDT, 8 SSE Corona [Riverside Co, CA] MESONET reports HEAVY RAIN of 3.43 INCH. COLDWATER CANYON IN SANTA ANA MOUNTAINS. HOURLY RATES OF 0.60 PER HOUR. https://t.co/4Cl2WFpL2B"
461,Thankful for being able to Quarantine like this â¤ï¸ my love goes out to all of you ðŸ™‚ #QuarantineLife #Corona https://t.co/78tC7Q4LIP
462,"This song about everything going on with COVID-19 popped up on my Spotify and the lyrics said â€œI know itâ€™s dangerous to go outside. F**k corona, if Iâ€™m with you Iâ€™ll surviveâ€ #SocialDistancing https://t.co/88RYuZnLUA"
463,"Got my Rona cut and a friend I think I'm doing alright. 
Jordan 1
Corona - 0 https://t.co/E5FHPyQGZP"
464,I think she still looks hot! #corona #virus #millenials cooperating at https://t.co/Derusq4wAr ðŸ˜’ðŸ˜ðŸ˜ŽðŸ’•â¤ï¸ðŸ¥°watch #erotica from your own computer for safety! And post favorite clips to share. But donâ€™t watch stolen clips onâ€¦ https://t.co/lt4u55Q1Af
465,"@UROCKlive1 @LindseyGrahamSC
The last crash was under @GOP &amp; put back together for the next 8 yrs by President Obama. Trump inherited an economy on solid ground on a upward trajectory.

Trump facilitated this crash with his deliberate delay &amp; ability to deal with the corona ""hoax"" crisis."
466,"Thats a misleading question.
In regards to corona, high risk people will die regardless of whether healthy people go back to work.
We should open today. https://t.co/LygP0QeUia"
467,Gates...always rounds back to that name. Remember that. Using vitamin C in the placebo group bc itâ€™s also effective vs corona making chloroquine appear less effective in comparison. Boy does this should familiar. https://t.co/QoKNqk7OEk
468,"Give LOVEâ¤ï¸
Be LOVEâ¤ï¸
*
#stayhome #socialdistancing #corona #coviÌ‡d_19 #supporteachother #mindful #compassion #heart #grateful #love #gratitude #firstresponders #frontline #safe #freshair #ocean #mountains #outdoorsâ€¦ https://t.co/0JBQUwO0oy"
469,"Stimulus Check Update on Monday April 6th - Stimulus Package https://t.co/84EHCwMwGd via @YouTube

WATCH THIS IF YOU WANT THE CORONA STIMULUS MONEY!!!!!"
470,"If thereâ€™s one thing my dad taught me itâ€™s always have extra skills just in case. My dads not able to go into his power plant due to corona, but someone just gave him 6 months of work on multiple houses where he sets his own pay"
471,"@goldeneagle44 @PackersFavreFan @realDonaldTrump How many has the corona virus killed? Itâ€™s not over yet, genius."
472,@laalex2 Trust me lady Corona isnâ€™t stopping anyone from fuâ‚¬king ðŸ˜‚ðŸ¤¦ðŸ»â€â™€ï¸ you should change your name to â€œcontinuouslycluelessâ€
473,I guess it didn't. SDG&amp;E  needs to abandon the 4 to 9 PM peak rate sham to help us poor suckers who are out of work because of the Corona virus. So far they have been as quiet as the church mouse when the Parson's cat is on the prowl!!
474,Much love beautiful âœ¨ https://t.co/dO6JMfcK9n
475,What does Corona and Pitbull have in common they are both Mr.Worldwide
476,@MikeJoPro The names of all those who died on this country because of the corona virus.
477,"This is worth reading.  From the @washingtonpost pay attention Georgia,  Florida,  Alabama,  Arkansas. 
These simulations show how to flatten the coronavirus growth curve https://t.co/mdvS55xt0Q"
478,"If corona dont kill me, THEN FASHO THIS JUUL WILL LMAO."
479,Beautiful mamaðŸ¥° https://t.co/owy6iGMPe6
480,"Most blood pressure medicines are also blood thinners. France realized early on that blood thinners, including asprin, ibuprofen, Aleve, and even fish oil, creates an environment where the corona virus thrives, therefore increasing the rate of lung damage. https://t.co/3wN8BdTRA2"
481,This is great and all but... they are literally letting people who were in contact with corona..... go??? https://t.co/O819bkOQUZ
482,@ZurdoOfficial Dude shut up also thatâ€™s my tias cousin Iâ€™m supposed to see him at a wedding after this whole corona is over ðŸ˜‚ðŸ˜­
483,@madflavor Is that good for corona cock?
484,Corona selfies ðŸ˜¬ https://t.co/wQi9kNRgUB
485,BRUH https://t.co/fyMmPNKtis
486,"be safe out there guys. not just for corona, but for the stupid people who are speeding in the rain on the open, flooded freeways. i have seen 2 cars spin out 2 nites in a row.

people, slow the fuck down. LA drivers canâ€™t drive in the rain and it is even worse with no traffic."
487,"Valley peeps, they are being real hush hush about it but several people at calenergy tested positive for corona ðŸ¥´ðŸ¥´ðŸ¥´"
488,@RealJamesWoods Will they be CORONA VOTERS?
489,@GoldieChan Also he apparently really doesn't like Corona. Must be more of a Modelo guy.
490,Absolutely! https://t.co/A0qTtP0nir
491,"Jokes on you guys, that arbonne shit caused the corona virus"
492,"@hitthejai Not ONLY 5G, there are other factors but come on now cancer patients  receive radiation for treatment and often times have flu like symptoms after that. . . Itâ€™s rather sensible. To me . . . The corona virus being the ONLY cause isnâ€™t logical or sensible to me."
493,There was no corona virus in NIGERIA. now that the Government has allowed the Chinese to come into our dear country... Corona Virus will spread like wild fire
494,"At 12:16 PM PDT, 8 SE Corona [Riverside Co, CA] PUBLIC reports HEAVY RAIN of 3.50 INCH. SPOTTER REPORTS APPROXIMATELY 3.5 INCHES OF RAIN OVER THE LAST 72 HOURS. https://t.co/CA2S37TEUT"
495,Winner winner corona chicken dinner. @ Dinah's Fried Chicken https://t.co/Jz39XL9DfT
496,I provided the city of San Francisco 1400 corona virus tests today that I personally drove to the Bay Area from my companies parter lab and manufacturer in SoCal. I got back at 3:30AM that day to be able to help out because I love San Francisco with my whole heart.
497,"If I ever go to jail, Iâ€™d think the corona prepared me well and Iâ€™d be ready"
498,i went to papas nd beer during this crisis and i ainâ€™t catch shiiit ðŸ˜´ https://t.co/MCAYMhvcE9
499,Hereâ€™s a Map of SoCal Coronavirus Testing Sites https://t.co/xwKFUGfFts #COVID19 #coronavirus #COVIDãƒ¼19 #Corona #SoCal #Share
500,"I am taking care of my 74 year old husband who underwent surgery for a staff infection after knee replacement surgery He was released from the hospital after 24 hours because of corona virus Having to do IV antibiotics 3 times a day for 6 weeks Every time I go out, I'm https://t.co/d1GmjmqDCR"
501,@BrianRWasik @edyong209 I actually had the flu the first two weeks of January and Iâ€™ve had a number of friends wonder aloud if I was one of these stealth earlier cases of corona here in the states we may have missed ðŸ¤¦ðŸ»â€â™€ï¸ðŸ¤¦ðŸ»â€â™€ï¸ðŸ¤¦ðŸ»â€â™€ï¸
502,rapunzel lived in a town named corona and she was trapped in a tower for 18 years....i better not be trapped in my house that long
503,"Be safe everyoneâ£ï¸
Xoxoâ¤ï¸
*
#saferathome #stayhome #socialdistancing #corona #coviÌ‡d19 #lacountystrong #la #malibu #california #wecandothis #supporteachother @ Malibu, California https://t.co/wnmzsGSUCl"
504,Doc mcstuffin been real quite since corona virus showed up all a sudden she ain't got a cureðŸ˜‘ https://t.co/NUSpnrbC7N
505,The corona virus is now bigger than Burning Man! https://t.co/OSDQuiFb3y
506,I hope everything is okay https://t.co/cK9yOjqoYq
507,Corona cancelling birthdays this year https://t.co/pm93w4RL2R
508,"National sibling day! The twins needed a walk during isolation. At Alviso, California on Friday, April 10, 2020. #isolation #twins #rabertwins #corona #quarantine #sunset #photojournalist @ Alviso Marina County Park https://t.co/sOhgMyOvmx"
509,yk why people are stupid? por el pinche telefono https://t.co/71HzgasbVi
510,"@AlexJGonzo_ there many forms of corona, because it mainly effects ANIMALS hence why it's called Covid-19, but just cause this one time it effects people you have to blame it on anyone but trump, it would have been much less impactful on the US if he hadn't took funds from the CDC in 2018."
511,God I want this corona virus bullshit to end. I keep having this sad realization like omg is this my life?
512,@baihansen Wellllll hereâ€™s the thing...it could happen in the next couple months or not until the end of the year. It all depends on when Kelly and Trev move to Canada lol. Which was supposed to be this month but corona ðŸ˜’
513,I donâ€™t think Iâ€™ve seen a day where Iâ€™ve heard or seen someone say â€œ corona virus â€œ .
514,TSA agent is so bored she wrote a song about La Corona to the tune of La Chona and sang it to me while I put on my shoes and belt. I hope she has a good day.
515,@AmbassadorRice @waltshaub W. Cost us our jobs and our home and Trump came along and saidâ€hold my Coronaâ€ and is costing us our lives. #VoteBlueNoMatterWho
516,"@bonkrzz1018 I stopped taking to a Cousin too. We had only re engaged, after 15 years of silence, for 3 months. The Corona Shmarona  comment bought him #TheBlock. Husband is in a Hosputal more than at home. I did NOT appreciate the ignorance &amp;lack of Science. Itâ€™s all Ruby Ridge-type politics"
517,Itd be great if corona wasnâ€™t such a cock blocker https://t.co/OMyjkHWaL6
518,CORONA RULES EVERYTHING AROUND ME
519,Different patterns available in child and adult sizes. DM or order custom #masks #hiddensmiles #facecover #facemasks #facecoverings #mask #coronavirus #COVID__19 #corona #virus #BeatingCorona #cotton https://t.co/cmYOOSgqW9
520,Hidden Smiles #facecovering packaged &amp; ready to ship! DM to order!! #masks #hiddensmiles #facecover #facemasks #facecoverings #mask #coronavirus #COVID__19 #corona #virus #BeatingCorona #cotton #madeinusa https://t.co/KcrT0oxwDl
521,"Do you have a Corona Virus song?
Mine is Riders On The Storm. The Doors."
522,ugh is corona virus over yet?
523,Why is this so funny lol https://t.co/5VCno8mN95
524,"Happy Easter #BunnyYoga ðŸ°

This is when we did #Bunny #FaceYoga ðŸ˜† before corona 

The bunny is chilling while humans are working out ðŸ˜‚ @ Mirai Clinical https://t.co/quc29T2hjs"
525,@cullenroche My contrarian hot take is that the Corona brand is going to have a huge resurgence.
526,He won't be asked back soon. https://t.co/S1OTxLXJKN
527,I hope covid-19 dies of corona virus
528,"I'm enjoying the new found time to go through the archives and work on images.  Lots of never before seen images, like this one from traditiongolfclub.  I'm going to name this new assorted collection, the ""Coronaâ€¦ https://t.co/6vvvM04k5n"
529,"@JimCanOps Herd immunity is a made up concept with no scientific basis. If it did exist we would not have pandemics such as this nuvo corona 19 killing so many. Think about it logically. This virus destroys the lungs of those severely infected, along with the kidneys and the heart."
530,@nat_manoukian The fatality rate of corona virus
531,"Home on the range at Morrisey Ranch. Nothinâ€™ like a day in nature to counter the corona blues. #artinthetimeofcorona #ranchlife #westernliving #freshair @ Hornitos, California https://t.co/JbFE9exybJ"
532,christians love to call corona â€œcovidâ€ more than any other social group
533,"Agent Smith had it right 
Corona Virus is Agent Smith Lol https://t.co/FAKWnrdSJ8"
534,I probably already got corona....my new theory is I beat it and now Iâ€™m just out here hustling ðŸ¤·ðŸ¼â€â™€ï¸
535,Good. That should be the standard. Giving that vile despot broadcast attention is like giving a corona virus a good sneeze. https://t.co/wwnGQgDmHi
536,I donâ€™t think any of her power grabs would hold up in court. None. https://t.co/xyIi8TpxkC
537,Corona stimulus check is pending in my account right  now ðŸ‘ðŸ¼
538,"Reminder:
This does not only apply to Marty
#corona #quarantine #stayhome #stayhomesavelives @ Quest Church https://t.co/tirHOoG6LP"
539,My battle with Corona. Watch the full video on my IG @MaxComedian #coronavirus #coronabattle https://t.co/I0upFBD8hA
540,Corona virus check carne asada at the pad hit me up bring your own mask ðŸ˜·
541,Very worthy of reading https://t.co/U7rt1Zcwfk
542,"People talking about their â€œsummer plans* as if Corona Quarantine ainâ€™t gonna be here â€˜til 2020

Me: https://t.co/WG0v4sBf2J"
543,My moms birthday is this Sunday and I canâ€™t cash her out at her favorite store smh fuck you corona
544,So this year for my birthday I wish I dont get Corona virus ðŸ™ðŸ»
545,Unfortunately all the schools for closed due to that bitch corona. Lmk if you have any questions Iâ€™ll help out as much as I can. Love seeing homies doing good https://t.co/2TjizE11Zc
546,You gonn stay in quarantine you got corona ðŸ¤¢ https://t.co/qM7T5dejHK
547,"retweet and ur crush will text you before the midnight TONIGHT, ignore and 7 more years of corona #mitch https://t.co/f4hp9gSQpU"
548,Do you corona me? Because I corona you
549,"Corona ainâ€™t stopping me from seeing these beautiful ass flowers. #COVID19 #Quarantine
.
.
.
.
.
.
#moodyports #PortraitGames #PortraitPage #creative_portraits #PortraitVision #Portrait_Vision #aovportraitsâ€¦ https://t.co/5yzNcBk49B"
550,Yes #KellyanneConway is that Fucking stupid https://t.co/ZBLcyADeXd
551,@jesseUnknown @Duhnnise ðŸ™ƒthis corona thing is exhaustingðŸ¥µ
552,Take out pepperoni pizza from #Pizzana. Amazing! #SupportLocalRestaurants #Quarantine #QuarantineLife #QuarantineEats #Corona #Covid_19 https://t.co/zXbDY9mEkm
553,This being your only valid argument makes you look really stupid https://t.co/r3SS8oiwO1
554,Please tell me where I said the people on Snapchat have Corona. I'll give you my whole stimulus check if you can show me https://t.co/KDFjFobkC9
555,LMAOOO exactly my point. Don't put words in my mouth dumbass https://t.co/Sco52geJmp
556,I never said they have Corona you imbecile https://t.co/TGmZUM1Odz
557,"Post Corona Getaway:  Are you ready to savor every moment? #california #santabarbara #bacara #beach @ The Ritz-Carlton Bacara, Santa Barbara https://t.co/PFRAISbywm"
558,And he knows half of them work under the table for tax free pay. https://t.co/4EpByqL9Mi
559,"Scientists predict global warming could collapse the worldâ€™s ecosystems sooner than expected https://t.co/EbXTJgpAvA via @MatadorNetwork 

I was already wondering when these scientists find out that the Corona Virus is caused by the global warming. 

ðŸ¤“ðŸ˜‹ðŸ˜›ðŸ˜ðŸ˜œðŸ¤ªðŸ˜‡"
560,A1. Well so far I have been sick for 3 weeks of this first month with Corona virus. I donâ€™t think I have ever cooked so many meals or done so many dishes. Kitchen open 24/7 #VisibleActsofKindness
561,@RepAnnaEshoo You can answer one question: why are you and Democrats holding $250B from the Corona stimulus? Time to work for America!!!
562,Spreadinâ€™ the corona! https://t.co/jgeqkxLlAT
563,"Hold the fuck up, people are protesting the corona virus quarantine?!"
564,@cnni How come your not covering Africa's mountain gorilla that are at risk for Corona?
565,ðŸ˜‚ This had me laughing too early in the morning. https://t.co/89xsygrz5B
566,Ong fuck coronaðŸ˜¡ I want my life backðŸ™„
567,Great news. Donâ€™t buy anything Chinese https://t.co/r6cTSQpf6L
568,"Shoot day completed. Great time to be filming in the desert #shortfilm #corona #videoproductions @ Newberry Springs, California https://t.co/QP4Mu0WNzv"
569,After this whole corona time is over Iâ€™m getting my Dance Gavin Dance tattoo
570,People don't bump music like they used to. This corona sh*t got everyone F*ed up.
571,@kimszigatti @davejorgenson yes. Odd that he is being asked to opine on the COVID-19 topic in a public forum.   Not odd the he would accept.
572,"@mattgaetz @realDonaldTrump YOU DUMB MOTHERFUCKERS.
YOUR DONE TRUMP.
COVID 19 HAS KICKED
YOUR ASS.
200 MORE DAYS."
573,B.C. Just got a new meaning.  I mean nothing sacrilege: Before Corona and after Corona.  It is that kind of moment. Wow.
574,Dumb asses https://t.co/9Qo3XzcdXu
575,@sfpelosi Covid 19 Lottery. Many from this bunch will hit the lotto.
576,.@drdrew a #DoseOfDrDrew is a deadly mouthful of misinformation on Covid 19 #drdrewkills
577,Thereâ€™s about to be a bunch of corona boomer babies in 9 months
578,"I know that America has always been the land of the free, but all that freedom might be our downfall when you have idiots like this. https://t.co/GTYjCw83Td"
579,Just waiting on that carole baskin-joe exotic-covid-filled south park episode
580,WILDING.... smh https://t.co/nnckpAJ869
581,"Today is the opening Test for the @FIAFormulaE â€œRace at Home Challengeâ€!Â  For the next 8 Saturdays, we will be competing Virtually to help raise funds that will go towards @UNICEFâ€™s global coronavirus mission. https://t.co/GWRAWiAxy2"
582,"We are no longer a first world nation if we can no longer raise the boats for all. That should be the definition of an advanced economy. #COVID19 
has highlighted this limitation. https://t.co/Ar7ghtGdbz"
583,"Itâ€™s Saturday!ðŸ™Œ
You know what that means?
For all us parents trying to survive this #ShelterInPlace #COVID homeschool... we made it another week! ðŸ‘ https://t.co/s9Ts1sF3Ga"
584,114 years ago today. The 1906 #earthquake in California. https://t.co/0RYzzRL2ul
585,Rural communities are being hurt by COVID-19 much harder then people realize. Please stay home and stay safe. #selmastrong https://t.co/Rs619PR8VB
586,"From the same guy who says neo-Nazis are â€œgood peopleâ€
ðŸ™„ #EyeRollFifteenTimePerDay
He is killing his base, isnâ€™t he? https://t.co/HIqKPG7U0N"
587,"@thehill His work making Alcoa soar by focusing on worker safety should be studied forever, as should his passion for evidence-based policy. Especially with #COVID #rip #greatloss"
588,Under Obama. You forgot to mention https://t.co/VqXYHiqeaG
589,"Trump can learn to be a leader by watching how Gavin Newsom governs the most populous state in the country.
Newsom was very aggressive early on inÂ addressing and Planning for the COVID-19 outbreak."
590,"Nothing, plus allow the bank to steal from you without your knowledge https://t.co/1yzGo2jJrq"
591,@Alyssa_Milano @MalcolmNance @realDonaldTrump If there's 1 positive covid in that herd its lights out for alot of them. Then they can go work on the economy in the after life. Smart
592,"So, heâ€™s afraid itâ€™s made him a has-bean? https://t.co/a4lngusM98"
593,"Standing in these lines, cooperating with Covid-19 directions and precautions have shown me just how committed people are to not listening. Wow, itâ€™s embarrassing."
594,Thereâ€™s no fixing the stupid in this country... ðŸ˜ https://t.co/kT6muI4HON
595,"PLEASE, RT THIS VITAL INFO: https://t.co/7uPkkVMvWL"
596,Finally some good news https://t.co/atyzOeOg3v
597,President Trump just made Dr. Birx wait 30 minutes to speak at todayâ€™s covid-19 press conference so that he could rail against the media and brag about how well the US is handling the crisis... https://t.co/O33zoVPIsO
598,Here is 2 and a half minutes of todayâ€™s Covid-19 press conference: https://t.co/tj8G21big5
599,"@jcorippo @AndersonEdTech @JoeMarquez70 @SonsOfTechEdu Oh no, #EduMeat #ZoombCUE, did you see this article?! #BetterTogether #WeAreCUE #TogetherAtHome #StayHomeChallenge https://t.co/CuVreT9nY0"
600,"Way past time, but it has to be invoked by the VP, and our toadie Trump-worshipper is unlikely to do so. https://t.co/sdJ4ssEpjz"
601,"Iâ€™ve always said...start your day with a small victory, make your bed. https://t.co/hYmLOXWj7a"
602,"If this #coronavirus continues....we gone have to be shanking our way out of Feral Covid19 Ghouls
#fallout76ps4 #fallout76xbox #fallout76clips #falloutcommunity #xbox #covÄ±d19 #coviÌ‡d19 #future #shank #killâ€¦ https://t.co/zMjr5anCkT"
603,"Happy Covid-19 Saturday!  Making Navy Bean and Ham soup!  @wholefoods honeybaked_ham @myglendale #cookingathome #wholefoodsmarket #wewillsurvive #saturday #coronavirÃ¼sÃ¼ @ Glendale, California https://t.co/rFmOokSRtV"
604,"So if new detainees are quarantined for 14 days upon entrance, shouldnâ€™t employees also be quarantined for 14 days each time they enter? https://t.co/JWKcTHkzGT"
605,"Darwinism at work, lots of sick people on the horizon!ðŸ˜· https://t.co/BDztX3mVtY"
606,Amen ðŸ™ https://t.co/wFrCD8F2oO
607,"Also if youâ€™re an artist and you need help hereâ€™s two resources that will potentially give you some finances in these trying times: 

https://t.co/mBEVVLD3jL

https://t.co/JL3thkef3O

Please feel free to RT and spread the word, I know everyone is suffering."
608,"Just a thought... If vaccines worked, they wouldnâ€™t have to mandate them. If vaccines are safe, they wouldnâ€™t have to indemnify their makers. If vaccines arenâ€™t about profit, they wouldnâ€™t make billions in revenue. #vaccines #COVID"
609,Pretty much https://t.co/q61yRspJNr
610,Oh shit David Guetta be really out there ðŸ˜³ðŸ˜³ https://t.co/c2IrrJRJPH
611,"Here is your 4/18/20 daily COVID-19 Update from the County of Ventura.
20 new cases
416 total cases
207 recovered cases
21 people in the hospital
8 people ICU
196 people under quarantine
13 deaths
7, 207 peopleâ€¦ https://t.co/TKHYDGjIpo"
612,"Letâ€™s lead to support Hong Kong, USA! https://t.co/v4WvShUUzu"
613,"Iâ€™m tryna finish my whole torso by July, hurry up covid ðŸ˜”"
614,"@MariaKPIX And this is the first time as a PIO my only duty is a single thing, COVID-19. Thatâ€™s literally all I do...write press releases about COVID-19 and talk to reporters all day about COVID-19....but today I actually wrote a press release about Hemp....so that was a nice change"
615,"@PremierCasting @paulsperry_ @realDonaldTrump Yeah, Trump is busy campaigning on false pipe dreams... Sorry but he thinks the Corona Virus and saving small businesses are Mission Accomplished already"
616,SMH. Idiots. https://t.co/rLPvZkmD7h
617,Shame. https://t.co/mETYiR7jAz
618,I...Iâ€™m crushing on @ladygaga. Thank you for this message and your work ðŸ™ðŸ¼ https://t.co/W2fH44ADmt
619,"That's about half the capacity of angel stadium in Anaheim. It holds 65,125 people to put in perspective https://t.co/YbSwju5Nyf"
620,@mikelubelfeld @npolyak @DukesBrian @teresa_lance @TonySandersU46 @SuptEnfield @MCSDSuper @DrBTroop @pammoran @AASAHQ @IllinoisASA @drkevinbrussell @mikelubelfeld -please let everyone know that @thoughtxchng is offering a FREE COVID19 related exchange while schools are closed. Send them my way!
621,Yet no statistics yet. https://t.co/10nIDL3JoA
622,"Man who warned of the coronavirus crisis months ago says â€˜gutâ€™ tells him â€˜a 50% or deeper decline,â€™ in stock market from the February top likely undefined"
623,Democrat and liberal Republican governors chose to implanted draconian rules and inflicted maximum economic damage. The conservatives achieved the least damage with the same virus results as the others. #COVID19 #SundayThoughts https://t.co/c5oVry7ics
624,Pretty damn stupid - because the asshat at the helm has been getting away with his heinous actions for nearly four years now. https://t.co/F4xAXtO9WG
625,"#China Careless - #CoronaVirus: Photo from 2018 reveals that storage of viruses, including Corona, in Wuhan Bio Lab, were not hermetically sealed, potentially causing outbreak of the global pandemic that killed over 140,000 and wrecked most economies. Hold China accountable! https://t.co/PNXu6KiVPF"
626,Stupid is as stupid does. https://t.co/3TR1M4mN49
627,"Einstein once said, â€œThe difference between stupidity and genius is that genius has its limits.â€ #COVID19 proving Einstein wrong. Stupidity does have a limit - death ðŸ’€ https://t.co/A0vcA5ApES"
628,@washingtonpost Americans working at the WHO transmitted real time information to about coronavirus to WH
629,"Being from San Diego Id like to apologize to the rest of Californians for the idiot trump supporters protestesting stay-at-home orders yesterday, please know that they represent a tiny % of our population #SanDiego #COVIDãƒ¼19"
630,Non of the states have enough? â€œBut I wanna open up the economyâ€ @POTUS @realDonaldTrump https://t.co/nnD9mhL3iE
631,GFY you evil subhuman. https://t.co/p0yhguKpAn
632,#COVID19 #TrumpLiesPeopleDie .  Look What He Makes You Give https://t.co/gM6Ua4Xoco via @BulwarkOnline
633,"Brah, @AlamianSaro you have the cure for #COVID19 https://t.co/OrdxWxkV7e"
634,"@cummingcleo @missdemeanourf1 @cleoiscumming Love your ink.
No COVID check for me, though.
(I owe SocSec a back debt.)"
635,Since we are dieing everyday by covid 19 am giving out all i can give dm me to get yours #covid19usa #covid19newyork #sugarbabyaustralia #sugarbaycanada #SugarBabieswanted
636,"Hillsong California Church online... Welcome Home!

#WelcomeHomeCA #guitarwiz2k #thecsarproject #worship #worshiponline #coronavirus #unstoppablegod #jesus #holyspirit #heisrisen #salvationisfree @ Glendale, California https://t.co/r1MuqBQaUa"
637,"Because he is a Trumper. He spewed our presidentâ€™s blather, and look what it got him and his people. https://t.co/nSZTpq08zH"
638,We scientists and doctores refer to this as â€œnatural selection.â€ https://t.co/10nIDL3JoA
639,"Here's your 4/19/20 daily COVID-19 update from the County of Ventura.
6 new cases 
207 recovered cases
30 hospitalized
9 currently in the ICU
13 deaths
7,302 tested

View the following link for a list of Frequentlyâ€¦ https://t.co/E3bPY8yP5j"
640,"Coronavirus is fucking bullshit. 
Life right now is fucking bullshit.
Everyone needs to wake up and stand up for their shit or else life will never be the same again for all of us! 
STOP BELIEVING THE MEDIA PEOPLE!"
641,"CNN: Experts say it may be time for grocery stores to ban customers from coming inside.
https://t.co/7LP4xgGLO4

via @GoogleNews"
642,ðŸ’”ðŸ˜” One hundred and nine obituaries in one day from New Jersey. This past Tuesday 4/14 I had to read the one of my paternal uncle. What's happening in front of our eyes is not on only heartbreaking but  a call to keep in touch and be empathetic with everyone. #RIP https://t.co/g6EmwLSPt2
643,Thank you #JoeBiden2020 https://t.co/YBGBimJj2G
644,Dayyyyummmm! rip ðŸ’™ðŸ’™ðŸ’™ https://t.co/JkTUMx8BOI
645,"Until thereâ€™s a vaccine for #COVIDãƒ¼19 itâ€™s unfortunately that we may see a second wave or even a third wave of spreading.
https://t.co/4sVu87xdY4"
646,That peach is the shit https://t.co/ZYxEWhIOa0
647,Ok but fuck corona virus ðŸ˜¡
648,"Why on earth would you feel it a good idea to promote this? With a $40B+ endowment, this amounts to theft. This is simply disgusting. https://t.co/wnK1K5e8fB"
